epoch,classification_accuracy,classification_loss,learning_rate,loss,reconstruction_loss,val_classification_accuracy,val_classification_loss,val_loss,val_reconstruction_loss
0,0.8386001586914062,0.2547438442707062,0.0010000000474974513,0.41975513100624084,0.16500908136367798,0.8764605522155762,0.20816417038440704,0.4255734086036682,0.21740849316120148
1,0.8641988635063171,0.2211877405643463,0.0010000000474974513,0.3688155710697174,0.14762677252292633,0.8750719428062439,0.2049029916524887,0.949384868144989,0.7443010210990906
2,0.8739981651306152,0.20869460701942444,0.0010000000474974513,0.34900298714637756,0.14030896127223969,0.9192772507667542,0.15984629094600677,1.069043517112732,0.9089797735214233
3,0.8786471486091614,0.20230446755886078,0.0010000000474974513,0.33654555678367615,0.13424156606197357,0.9073305726051331,0.16651102900505066,1.0493296384811401,0.8825933337211609
4,0.8822093605995178,0.1971169263124466,0.0010000000474974513,0.3279910385608673,0.1308736354112625,0.9174060821533203,0.15423771739006042,3.07360577583313,2.918520212173462
5,0.8848984837532043,0.19314312934875488,0.0010000000474974513,0.32126593589782715,0.1281224936246872,0.9147475361824036,0.16058459877967834,1.1112357378005981,0.9504055380821228
6,0.8922663331031799,0.18336603045463562,0.0005000000237487257,0.30733242630958557,0.1239655539393425,0.9122498035430908,0.1597534865140915,0.8669940233230591,0.7070651054382324
7,0.8940276503562927,0.1804760992527008,0.0005000000237487257,0.303356796503067,0.122879758477211,0.9229264855384827,0.14778894186019897,1.0023880004882812,0.854388952255249
8,0.8953426480293274,0.17880211770534515,0.0005000000237487257,0.3004578948020935,0.12165515869855881,0.9089900851249695,0.16439718008041382,0.7282580733299255,0.5637333393096924
9,0.8968341946601868,0.1771729737520218,0.0005000000237487257,0.2983081042766571,0.12113504856824875,0.934001088142395,0.13018840551376343,1.0909618139266968,0.9605218172073364
10,0.897368311882019,0.17624223232269287,0.0005000000237487257,0.2965165674686432,0.1202731654047966,0.9269567131996155,0.13657262921333313,2.1422014236450195,2.0050625801086426
11,0.8976479768753052,0.1756962239742279,0.0005000000237487257,0.29433852434158325,0.11864116787910461,0.9330527782440186,0.13440701365470886,0.6974253058433533,0.5628947019577026
12,0.8984672427177429,0.17401178181171417,0.0005000000237487257,0.2915744483470917,0.11756234616041183,0.9063737988471985,0.1621740311384201,2.645920991897583,2.4830400943756104
13,0.9013932943344116,0.1702786535024643,0.0002500000118743628,0.2852881848812103,0.11500967293977737,0.9288448095321655,0.13615694642066956,1.3502309322357178,1.2137514352798462
14,0.9025492072105408,0.16873565316200256,0.0002500000118743628,0.2832133173942566,0.11447809636592865,0.9296321868896484,0.13383427262306213,2.3663830757141113,2.2319087982177734
0,0.25667956471443176,0.0010000000474974513,0.4234130084514618,0.6883213520050049,0.16673271358013153,0.19243870675563812,0.3528222441673279,0.7063285708427429,0.16038672626018524
1,0.2202368527650833,0.0010000000474974513,0.36479559540748596,0.7063220739364624,0.14455744624137878,0.207164466381073,0.3494988977909088,0.7036912441253662,0.142338365316391
2,0.208846777677536,0.0010000000474974513,0.3430415391921997,0.7016740441322327,0.1341945081949234,0.1662682145833969,0.2988418936729431,0.7006473541259766,0.13257570564746857
3,0.20136718451976776,0.0010000000474974513,0.33080896735191345,0.6998008489608765,0.12944141030311584,0.16929945349693298,0.29582691192626953,0.6956083178520203,0.12653499841690063
4,0.19623412191867828,0.0010000000474974513,0.3230210840702057,0.6980965733528137,0.12678727507591248,0.15311677753925323,0.28507930040359497,0.6689600944519043,0.13195917010307312
5,0.19216200709342957,0.0010000000474974513,0.3160978853702545,0.6948084831237793,0.12393546104431152,0.15530893206596375,0.3290189802646637,0.6963976621627808,0.17370012402534485
6,0.1897120326757431,0.0010000000474974513,0.31201234459877014,0.6883584856987,0.12230055779218674,0.1403343677520752,0.45637550950050354,0.6781296730041504,0.31598058342933655
7,0.18768687546253204,0.0010000000474974513,0.30731746554374695,0.686954140663147,0.11963099986314774,0.14062437415122986,0.40039780735969543,0.6491567492485046,0.2597321569919586
8,0.18519599735736847,0.0010000000474974513,0.3042680025100708,0.6904327273368835,0.11907225847244263,0.15862342715263367,0.640565812587738,0.697195291519165,0.4818386733531952
9,0.18333932757377625,0.0010000000474974513,0.30101278424263,0.6846634745597839,0.11767323315143585,0.14403796195983887,0.6118741631507874,0.6648759841918945,0.4677213430404663
10,0.18145863711833954,0.0010000000474974513,0.29840222001075745,0.6861342787742615,0.11694300174713135,0.16799312829971313,0.6207627654075623,0.6736407279968262,0.4526638686656952
11,0.1798708736896515,0.0010000000474974513,0.2960539758205414,0.6895967125892639,0.11618270725011826,0.1523478925228119,0.6331384181976318,0.6948055624961853,0.4806820750236511
12,0.17895343899726868,0.0010000000474974513,0.29523998498916626,0.6845375299453735,0.11628726869821548,0.12057183682918549,0.46363696455955505,0.6960325837135315,0.3429954946041107
13,0.17714834213256836,0.0010000000474974513,0.2922205924987793,0.688839852809906,0.11507260054349899,0.11927827447652817,0.3806133270263672,0.6931014657020569,0.2612919509410858
14,0.17557597160339355,0.0010000000474974513,0.28945982456207275,0.691131055355072,0.1138840988278389,0.12628155946731567,0.43349647521972656,0.6809015274047852,0.30715665221214294
15,0.17482931911945343,0.0010000000474974513,0.28910598158836365,0.6874157786369324,0.11427801847457886,0.132591113448143,0.6264697909355164,0.6642968058586121,0.49377238750457764
16,0.17393119633197784,0.0010000000474974513,0.2866268455982208,0.6853013634681702,0.11269630491733551,0.12700006365776062,0.42787232995033264,0.68234783411026,0.3008289039134979
17,0.17273621261119843,0.0010000000474974513,0.28527966141700745,0.6797879934310913,0.1125447005033493,0.11851274967193604,0.4782752990722656,0.6700350046157837,0.35970339179039
18,0.17161308228969574,0.0010000000474974513,0.2830759584903717,0.68194180727005,0.11146233975887299,0.11683213710784912,1.1459639072418213,0.6558204889297485,1.028862476348877
19,0.17196427285671234,0.0010000000474974513,0.2824351191520691,0.6793694496154785,0.1104711964726448,0.11491182446479797,0.32227492332458496,0.6720532774925232,0.2073492556810379
20,0.17026621103286743,0.0010000000474974513,0.27865245938301086,0.6781283020973206,0.10838580876588821,0.12730953097343445,1.1625580787658691,0.6801183223724365,1.0349690914154053
21,0.17024345695972443,0.0010000000474974513,0.2792212963104248,0.6778647303581238,0.10897868871688843,0.10131491720676422,0.6380756497383118,0.6799637079238892,0.536639928817749
22,0.16941048204898834,0.0010000000474974513,0.27656710147857666,0.6776483058929443,0.10715707391500473,0.12244273722171783,1.0169169902801514,0.6722828149795532,0.8942450284957886
23,0.16849906742572784,0.0010000000474974513,0.2770991325378418,0.675921618938446,0.10859948396682739,0.12462644279003143,0.3025204837322235,0.6752747297286987,0.17788490653038025
24,0.16813792288303375,0.0010000000474974513,0.27600669860839844,0.6770500540733337,0.10786820948123932,0.13615812361240387,0.8141177296638489,0.6799442172050476,0.6777923703193665
25,0.1674375832080841,0.0010000000474974513,0.27247855067253113,0.680180013179779,0.10504015535116196,0.11070355772972107,0.2589901089668274,0.6833789348602295,0.14828427135944366
26,0.1669958382844925,0.0010000000474974513,0.27338823676109314,0.677319347858429,0.10639264434576035,0.12327136844396591,0.8103930354118347,0.6811121702194214,0.6869544386863708
27,0.1666388213634491,0.0010000000474974513,0.2727782130241394,0.682004451751709,0.10613888502120972,0.12008031457662582,0.8191832900047302,0.6822513341903687,0.6989306211471558
28,0.1658228486776352,0.0010000000474974513,0.27150776982307434,0.6841988563537598,0.10568457841873169,0.13560448586940765,0.5883683562278748,0.6836884617805481,0.45266446471214294
29,0.16552205383777618,0.0010000000474974513,0.27112895250320435,0.6786690354347229,0.10560715943574905,0.13992224633693695,0.49550071358680725,0.6865703463554382,0.35550162196159363
30,0.16512221097946167,0.0010000000474974513,0.2701735496520996,0.6815641522407532,0.10505203902721405,0.13103502988815308,0.2889132797718048,0.6676552295684814,0.1578644961118698
31,0.16434013843536377,0.0010000000474974513,0.2690002918243408,0.6839108467102051,0.10465976595878601,0.1093730628490448,0.4897874891757965,0.6801619529724121,0.38033604621887207
32,0.16358476877212524,0.0010000000474974513,0.26956936717033386,0.6806680560112,0.10598507523536682,0.1404339224100113,0.4435884356498718,0.6784270405769348,0.3031059503555298
33,0.16377685964107513,0.0010000000474974513,0.26956719160079956,0.6768237948417664,0.10579080134630203,0.12421863526105881,0.2708210051059723,0.6771217584609985,0.14660100638866425
34,0.16333109140396118,0.0010000000474974513,0.26969462633132935,0.6763337850570679,0.10636326670646667,0.12627734243869781,0.35636046528816223,0.6840528845787048,0.2300536334514618
35,0.16326706111431122,0.0010000000474974513,0.2686212956905365,0.6795501112937927,0.10535354912281036,0.10818023234605789,0.4746396243572235,0.6158910393714905,0.3663865625858307
36,0.16252364218235016,0.0010000000474974513,0.26872918009757996,0.6813461780548096,0.10620495676994324,0.12186785787343979,0.5878881216049194,0.667975664138794,0.4659157991409302
37,0.1626071333885193,0.0010000000474974513,0.26778051257133484,0.6786832809448242,0.1051737368106842,0.12379124760627747,0.24221456050872803,0.6788638234138489,0.1184314638376236
38,0.16244123876094818,0.0010000000474974513,0.268228143453598,0.6806643605232239,0.10578688234090805,0.12124733626842499,0.55533766746521,0.6843056678771973,0.4340013265609741
39,0.1623130589723587,0.0010000000474974513,0.26761528849601746,0.6819057464599609,0.10530118644237518,0.1232302263379097,0.4775768518447876,0.6822853088378906,0.35427746176719666
40,0.16188883781433105,0.0010000000474974513,0.26744380593299866,0.6766735911369324,0.1055552288889885,0.12623408436775208,0.27506253123283386,0.6869597434997559,0.14882363379001617
41,0.1615699827671051,0.0010000000474974513,0.26563432812690735,0.6800676584243774,0.10406415909528732,0.12021549046039581,0.3457629680633545,0.6680663824081421,0.2255106419324875
42,0.16124247014522552,0.0010000000474974513,0.26516667008399963,0.6840181946754456,0.10392500460147858,0.12472030520439148,0.6761332750320435,0.6814833283424377,0.5512866377830505
43,0.16177043318748474,0.0010000000474974513,0.26668018102645874,0.6789522767066956,0.10491104423999786,0.12012790143489838,1.0292465686798096,0.6838829517364502,0.9088795781135559
44,0.16078265011310577,0.0010000000474974513,0.26808807253837585,0.6783386468887329,0.10730557888746262,0.10905927419662476,0.26230767369270325,0.6633750796318054,0.15324221551418304
45,0.16027244925498962,0.0010000000474974513,0.26575279235839844,0.6805682182312012,0.10548039525747299,0.11395538598299026,0.2634483575820923,0.6771153807640076,0.14948613941669464
46,0.16072526574134827,0.0010000000474974513,0.26508837938308716,0.6817257404327393,0.10436273366212845,0.12026001513004303,0.4117274880409241,0.6813306212425232,0.29141664505004883
47,0.16196373105049133,0.0010000000474974513,0.265446275472641,0.6818352341651917,0.10348208993673325,0.12699289619922638,0.35262343287467957,0.6834594011306763,0.2255982607603073
48,0.159881591796875,0.0010000000474974513,0.264005571603775,0.6783221960067749,0.10412465780973434,0.1111220270395279,0.24385054409503937,0.6450908780097961,0.13272599875926971
49,0.1595904380083084,0.0010000000474974513,0.2618739902973175,0.6796087622642517,0.10228286683559418,0.11963127553462982,0.30145516991615295,0.6763781905174255,0.18181121349334717
50,0.1599312722682953,0.0010000000474974513,0.2647901773452759,0.6816813349723816,0.10485880076885223,0.10934211313724518,0.2783330976963043,0.6827863454818726,0.16898280382156372
51,0.15933410823345184,0.0010000000474974513,0.26404136419296265,0.679829478263855,0.10470743477344513,0.11913058161735535,0.5095565915107727,0.6855289936065674,0.39034387469291687
52,0.15944382548332214,0.0010000000474974513,0.2628803253173828,0.6800997853279114,0.10343673080205917,0.11225884407758713,0.2954128384590149,0.685258150100708,0.1831454038619995
53,0.15919403731822968,0.0010000000474974513,0.26212361454963684,0.6796762347221375,0.102929025888443,0.11808383464813232,0.27575239539146423,0.6849483251571655,0.15766166150569916
54,0.15868660807609558,0.0010000000474974513,0.2613575756549835,0.6752587556838989,0.1026712954044342,0.10567803680896759,0.27448058128356934,0.6719876527786255,0.16880226135253906
55,0.15867212414741516,0.0010000000474974513,0.26270368695259094,0.6806557774543762,0.10403183102607727,0.12499004602432251,0.5931134223937988,0.6820676922798157,0.4680195152759552
56,0.15880168974399567,0.0010000000474974513,0.2623809576034546,0.6760783791542053,0.10357996076345444,0.1308211386203766,0.244039386510849,0.6836010813713074,0.11321946978569031
57,0.15835940837860107,0.0010000000474974513,0.26086658239364624,0.6820112466812134,0.10250645130872726,0.128571018576622,0.3061641454696655,0.6731521487236023,0.17758019268512726
58,0.15860718488693237,0.0010000000474974513,0.2613978087902069,0.6840522885322571,0.10279082506895065,0.10986669361591339,0.21799848973751068,0.6815500259399414,0.10814400762319565
59,0.15823404490947723,0.0010000000474974513,0.2609046399593353,0.6796982884407043,0.10266891866922379,0.12008886784315109,0.24844644963741302,0.6836217045783997,0.1283600628376007
60,0.15804824233055115,0.0010000000474974513,0.2606348991394043,0.6820162534713745,0.1025879755616188,0.11434559524059296,0.22452035546302795,0.6607913374900818,0.11018297076225281
61,0.15758104622364044,0.0010000000474974513,0.2596071660518646,0.682119607925415,0.10202588886022568,0.12361615896224976,0.3179686665534973,0.6691222786903381,0.19433137774467468
62,0.15799790620803833,0.0010000000474974513,0.25984686613082886,0.6822143197059631,0.10184799134731293,0.12195265293121338,0.28699177503585815,0.656649112701416,0.16503404080867767
63,0.1572035700082779,0.0010000000474974513,0.2593691349029541,0.6803637146949768,0.10216575115919113,0.11828208714723587,0.3184932470321655,0.6597410440444946,0.20019452273845673
64,0.1577053815126419,0.0010000000474974513,0.25959113240242004,0.6852386593818665,0.10188599675893784,0.12573851644992828,0.23017872869968414,0.6720342040061951,0.10445065796375275
65,0.1573735773563385,0.0010000000474974513,0.26035577058792114,0.6826322674751282,0.10298244655132294,0.12372956424951553,0.42240050435066223,0.6470710635185242,0.29862305521965027
66,0.15755590796470642,0.0010000000474974513,0.25953409075737,0.6830083131790161,0.10197823494672775,0.11468896269798279,0.27956628799438477,0.6819536685943604,0.16486965119838715
67,0.15728947520256042,0.0010000000474974513,0.25924068689346313,0.6818341612815857,0.10195168852806091,0.11894223093986511,0.2811676561832428,0.6829919219017029,0.16221678256988525
68,0.15669529139995575,0.0010000000474974513,0.25794389843940735,0.6844444870948792,0.10124844312667847,0.11722755432128906,0.22210435569286346,0.6800835728645325,0.10488700866699219
69,0.15736927092075348,0.0010000000474974513,0.258455365896225,0.6848586201667786,0.10108621418476105,0.1074080541729927,0.2372479885816574,0.6767274737358093,0.1298455148935318
70,0.1563689410686493,0.0010000000474974513,0.2575855851173401,0.6851029992103577,0.10121665894985199,0.1150197759270668,0.2643255591392517,0.683092474937439,0.1493043452501297
71,0.15640239417552948,0.0010000000474974513,0.25858235359191895,0.6869523525238037,0.10218006372451782,0.1298484206199646,0.3578725755214691,0.6809386014938354,0.22800053656101227
72,0.15592040121555328,0.0010000000474974513,0.2569100558757782,0.6859606504440308,0.10098908841609955,0.11713160574436188,0.2082752287387848,0.6817440986633301,0.09116783738136292
73,0.15618400275707245,0.0010000000474974513,0.2583371102809906,0.6847239136695862,0.10215235501527786,0.1157902181148529,0.23819412291049957,0.6835393905639648,0.12241307646036148
74,0.15576551854610443,0.0010000000474974513,0.2580904960632324,0.6867614388465881,0.102325439453125,0.10157324373722076,0.44702547788619995,0.6497405767440796,0.34539392590522766
75,0.15599051117897034,0.0010000000474974513,0.2564188241958618,0.6863745450973511,0.10042792558670044,0.11054640263319016,0.20682308077812195,0.6313467621803284,0.09629078209400177
76,0.1555696427822113,0.0010000000474974513,0.2572370767593384,0.6852530837059021,0.10166779905557632,0.11247119307518005,0.2689768671989441,0.6854417324066162,0.15650378167629242
77,0.15597304701805115,0.0010000000474974513,0.25767749547958374,0.6857474446296692,0.10170448571443558,0.11458569765090942,0.22731684148311615,0.6805630922317505,0.11273927241563797
78,0.1551530957221985,0.0010000000474974513,0.2577285170555115,0.6854057908058167,0.10257549583911896,0.11245699226856232,0.2192925214767456,0.6756846904754639,0.1068425104022026
79,0.15615618228912354,0.0010000000474974513,0.25897884368896484,0.6844585537910461,0.1028226912021637,0.11109041422605515,0.2049710601568222,0.6792457699775696,0.09389260411262512
80,0.155852273106575,0.0010000000474974513,0.2578021287918091,0.683946430683136,0.10195057839155197,0.11588800698518753,0.2169853001832962,0.6844526529312134,0.10111203044652939
81,0.15512797236442566,0.0010000000474974513,0.2564414441585541,0.684313952922821,0.10131372511386871,0.10721736401319504,0.20022210478782654,0.6688150763511658,0.09301766753196716
82,0.15561695396900177,0.0010000000474974513,0.25616347789764404,0.6867353320121765,0.10054682195186615,0.12422973662614822,0.6087421774864197,0.6765242218971252,0.4844132661819458
83,0.15508364140987396,0.0010000000474974513,0.2560266852378845,0.6863427758216858,0.10094312578439713,0.11540327966213226,0.24093925952911377,0.6820773482322693,0.12554098665714264
84,0.15546269714832306,0.0010000000474974513,0.2570071816444397,0.6841287612915039,0.10154387354850769,0.10133563727140427,0.29014307260513306,0.682876467704773,0.18879516422748566
85,0.15458352863788605,0.0010000000474974513,0.25442254543304443,0.686876118183136,0.09983965009450912,0.11722563207149506,0.28174206614494324,0.6830841898918152,0.1645161658525467
86,0.15406937897205353,0.0010000000474974513,0.25525984168052673,0.6849516034126282,0.10118966549634933,0.11780505627393723,0.293969988822937,0.654668927192688,0.17615368962287903
87,0.15425750613212585,0.0010000000474974513,0.25395700335502625,0.6864643692970276,0.09969904273748398,0.09668339043855667,0.2143850475549698,0.6184414029121399,0.11770687997341156
88,0.15482082962989807,0.0010000000474974513,0.2570827603340149,0.686533510684967,0.10226266086101532,0.11195024102926254,0.29415541887283325,0.6849525570869446,0.18219418823719025
89,0.15437033772468567,0.0010000000474974513,0.25467154383659363,0.686944305896759,0.10030125081539154,0.12301784753799438,0.33457016944885254,0.6728223562240601,0.2115313857793808
90,0.15431953966617584,0.0010000000474974513,0.25650689005851746,0.686546266078949,0.10218766331672668,0.11132100224494934,0.20281587541103363,0.6886543035507202,0.09151435643434525
91,0.15394125878810883,0.0010000000474974513,0.2548255920410156,0.6840457320213318,0.10088489949703217,0.12024427205324173,0.23931869864463806,0.6899995803833008,0.11907613277435303
92,0.15356619656085968,0.0010000000474974513,0.25415822863578796,0.686736524105072,0.10059113055467606,0.11425063014030457,0.21654215455055237,0.6781693696975708,0.10230221599340439
93,0.15410885214805603,0.0010000000474974513,0.2561967372894287,0.6862673759460449,0.10208764672279358,0.11723267287015915,0.21205271780490875,0.6807286739349365,0.0948314517736435
94,0.15417852997779846,0.0010000000474974513,0.2557167112827301,0.6854978799819946,0.10153767466545105,0.10000424832105637,0.20561343431472778,0.6447552442550659,0.10561955720186234
95,0.15415042638778687,0.0010000000474974513,0.2562771141529083,0.6852306127548218,0.1021265983581543,0.11990287154912949,0.22515971958637238,0.6865778565406799,0.10526765882968903
96,0.15393775701522827,0.0010000000474974513,0.2539040446281433,0.6877210140228271,0.09996455162763596,0.10974935442209244,0.20240060985088348,0.6791093945503235,0.09266489744186401
97,0.15304912626743317,0.0010000000474974513,0.25409838557243347,0.686061441898346,0.10104850679636002,0.1138715073466301,0.20836323499679565,0.6842560172080994,0.09451179951429367
98,0.15355044603347778,0.0010000000474974513,0.2546474039554596,0.6859803795814514,0.10109683126211166,0.1095600426197052,0.2047390341758728,0.6811731457710266,0.09519918262958527
99,0.15268144011497498,0.0010000000474974513,0.25440073013305664,0.687864363193512,0.10171958804130554,0.11894580721855164,0.22410014271736145,0.6812018752098083,0.10516665875911713
0,0.2587381601333618,0.0010000000474974513,0.4217015504837036,0.6875357627868652,0.16296280920505524,0.19744499027729034,0.3673858642578125,0.7028824687004089,0.16993829607963562
1,0.22118686139583588,0.0010000000474974513,0.36412349343299866,0.7058908343315125,0.14293590188026428,0.17008076608181,0.3307587802410126,0.7069780230522156,0.16067110002040863
2,0.20863044261932373,0.0010000000474974513,0.3430328369140625,0.6995804309844971,0.1344018578529358,0.18489870429039001,0.31610873341560364,0.529340922832489,0.13120819628238678
3,0.20293056964874268,0.0010000000474974513,0.3296976089477539,0.6908565759658813,0.1267676204442978,0.1712840050458908,1.4077308177947998,0.6763837933540344,1.236114501953125
4,0.1978694200515747,0.0010000000474974513,0.3220459222793579,0.6797267198562622,0.12417635321617126,0.1770668625831604,1.2138209342956543,0.690199077129364,1.036489486694336
5,0.19370710849761963,0.0010000000474974513,0.316581666469574,0.6781108379364014,0.12287447601556778,0.16271863877773285,1.4842233657836914,0.6833657026290894,1.3211469650268555
6,0.19166763126850128,0.0010000000474974513,0.31389543414115906,0.6797515153884888,0.12222836911678314,0.16313940286636353,0.8286882638931274,0.6836532354354858,0.665397047996521
7,0.1888175904750824,0.0010000000474974513,0.31011995673179626,0.6857044100761414,0.12130184471607208,0.15605898201465607,0.5792271494865417,0.6724209189414978,0.42308032512664795
8,0.18659844994544983,0.0010000000474974513,0.3064042627811432,0.6684030294418335,0.11980602145195007,0.15050920844078064,2.115874767303467,0.683006227016449,1.9648107290267944
9,0.1852116584777832,0.0010000000474974513,0.30428028106689453,0.6779088377952576,0.11906798183917999,0.16225819289684296,0.5434144735336304,0.6911089420318604,0.3810867667198181
10,0.1836475282907486,0.0010000000474974513,0.3038496673107147,0.6772960424423218,0.12020283192396164,0.13603878021240234,0.9110360145568848,0.6713141202926636,0.7748000621795654
11,0.1813751608133316,0.0010000000474974513,0.2984582185745239,0.6733629703521729,0.11708289384841919,0.13949869573116302,0.44405320286750793,0.675192654132843,0.3045074939727783
12,0.1804257482290268,0.0010000000474974513,0.29688897728919983,0.6785823702812195,0.11646212637424469,0.1582389920949936,1.0256158113479614,0.6681219935417175,0.8671534657478333
13,0.17899955809116364,0.0010000000474974513,0.2956584692001343,0.6789427399635315,0.11665984243154526,0.148795947432518,1.4221822023391724,0.6878025531768799,1.2730273008346558
14,0.17821133136749268,0.0010000000474974513,0.29358887672424316,0.6802226901054382,0.11537735164165497,0.14989538490772247,0.37428081035614014,0.6890506744384766,0.2243521511554718
15,0.17720164358615875,0.0010000000474974513,0.2913285195827484,0.6788285970687866,0.11412672698497772,0.14376898109912872,0.8127131462097168,0.6584842801094055,0.6687796711921692
16,0.17608904838562012,0.0010000000474974513,0.2905043065547943,0.6870179772377014,0.11441577970981598,0.14396002888679504,5.615754127502441,0.6890081763267517,5.470158100128174
17,0.17541159689426422,0.0010000000474974513,0.28930383920669556,0.6809295415878296,0.11389179527759552,0.1581694781780243,1.761107325553894,0.6850038170814514,1.602482557296753
18,0.1748127043247223,0.0010000000474974513,0.28846633434295654,0.6823127269744873,0.1136542558670044,0.14545799791812897,0.5493345260620117,0.6782609820365906,0.4037865698337555
19,0.17398647964000702,0.0010000000474974513,0.2880479693412781,0.6812030673027039,0.11406178027391434,0.1460365653038025,2.4693405628204346,0.6698909401893616,2.3226406574249268
20,0.1735672801733017,0.0010000000474974513,0.28635820746421814,0.6821500062942505,0.11279255896806717,0.158533975481987,1.4948368072509766,0.6843233704566956,1.3359370231628418
21,0.17256873846054077,0.0010000000474974513,0.2852073311805725,0.6790693998336792,0.1126384511590004,0.12828531861305237,1.6439446210861206,0.6796666383743286,1.5152332782745361
22,0.17174774408340454,0.0010000000474974513,0.28292858600616455,0.6779987812042236,0.11118069291114807,0.1492743343114853,1.5049560070037842,0.6779857873916626,1.355300784111023
23,0.17131024599075317,0.0010000000474974513,0.2831633388996124,0.6802828907966614,0.11185389012098312,0.15452542901039124,0.8254597187042236,0.6837090253829956,0.6707651019096375
24,0.170930877327919,0.0010000000474974513,0.2811421751976013,0.676561176776886,0.11021263897418976,0.15028515458106995,2.9271328449249268,0.6716552376747131,2.7760374546051025
25,0.17024381458759308,0.0010000000474974513,0.27937689423561096,0.6762025356292725,0.10913410037755966,0.1400294303894043,2.264147996902466,0.594002902507782,2.12351393699646
26,0.16975343227386475,0.0010000000474974513,0.2770465016365051,0.6730855703353882,0.10729208588600159,0.15088936686515808,1.9585413932800293,0.6646632552146912,1.8071414232254028
27,0.16956943273544312,0.0010000000474974513,0.2777613401412964,0.6753343939781189,0.10819212347269058,0.14849160611629486,7.38917875289917,0.6702188849449158,7.238511562347412
28,0.1689622402191162,0.0010000000474974513,0.27703171968460083,0.6771472692489624,0.10807003825902939,0.13078022003173828,4.362384796142578,0.6692684888839722,4.230360984802246
29,0.16858313977718353,0.0010000000474974513,0.2769824266433716,0.6801849603652954,0.10839925706386566,0.1342068463563919,0.35513758659362793,0.6807432174682617,0.22089411318302155
30,0.1682652086019516,0.0010000000474974513,0.2791796326637268,0.6856603026390076,0.11091463267803192,0.14400362968444824,4.104240894317627,0.6772878170013428,3.959064483642578
31,0.16825418174266815,0.0010000000474974513,0.27667930722236633,0.679999589920044,0.10842537879943848,0.18371576070785522,0.9460247755050659,0.6849161386489868,0.762109100818634
32,0.16756363213062286,0.0010000000474974513,0.2766557037830353,0.6798959374427795,0.1090916320681572,0.1554008573293686,1.9934285879135132,0.6724734902381897,1.8375060558319092
33,0.1668926626443863,0.0010000000474974513,0.276186466217041,0.67958664894104,0.10929384082555771,0.13523747026920319,0.6735733151435852,0.670086681842804,0.5382142066955566
34,0.1669950634241104,0.0010000000474974513,0.2754342555999756,0.6817083358764648,0.10843997448682785,0.14908427000045776,6.8046770095825195,0.6823103427886963,6.653611660003662
35,0.16619619727134705,0.0010000000474974513,0.27317091822624207,0.6826911568641663,0.10697470605373383,0.14773809909820557,4.139902114868164,0.678846538066864,3.9909746646881104
36,0.16658619046211243,0.0010000000474974513,0.2744390070438385,0.6867243647575378,0.10785247385501862,0.12192776799201965,4.637027263641357,0.679825484752655,4.513767242431641
37,0.1661795675754547,0.0010000000474974513,0.2751801013946533,0.6845491528511047,0.10900112241506577,0.1313582956790924,5.630713939666748,0.6714634299278259,5.497719764709473
38,0.1658618152141571,0.0010000000474974513,0.2749667167663574,0.686585009098053,0.10910525172948837,0.13145822286605835,6.047149181365967,0.6687774062156677,5.913928508758545
39,0.1652572602033615,0.0010000000474974513,0.27340808510780334,0.686935544013977,0.10815048217773438,0.16934989392757416,2.236595630645752,0.6382500529289246,2.066650867462158
40,0.1654789298772812,0.0010000000474974513,0.27278032898902893,0.6838521361351013,0.10730113089084625,0.1334286481142044,3.9090096950531006,0.6448735594749451,3.774474620819092
41,0.16504353284835815,0.0010000000474974513,0.27291470766067505,0.6859548687934875,0.10787191987037659,0.15035824477672577,0.5787330865859985,0.6863111853599548,0.42828038334846497
